Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items,,,
10201075,OKHBHUHB,K&H Bank Zrt. Lakossági bankkártyafiók,"1095 Budapest, Lechner Ödön fasor 9.",S,R,,,
10201099,OKHBHUHB,K&H Bank Zrt. 109 Budapest,"1124 Budapest, Csörsz utca 43. MOM PARK",S,R,,,
10201109,OKHBHUHB,K&H Bank Zrt. 109 Budapest,"1124 Budapest, Csörsz utca 43. MOM PARK",S,R,,,
10205000,OKHBHUHB,K&H Bank Zrt. Lakosság,"1095 Budapest, Lechner Ödön fasor 9.",S,R,,,
10300002,MKKBHUHB,MKB Bank Nyrt.,"1056 Budapest, Váci utca 38.",S,R,,,
10400023,OKHBHUHB,K&H Bank Zrt. 002 Budapest,"1042 Budapest, Árpád út 112.",S,R,,,
10400054,OKHBHUHB,K&H Bank Zrt. 105 Budapest,"1036 Budapest, Bécsi út 57-61.",S,R,,,
10400061,OKHBHUHB,K&H Bank Zrt. 006 Békéscsaba,"5600 Békéscsaba, Andrássy út 37-43. CSABA CENTER",S,R,,,
10400085,OKHBHUHB,K&H Bank Zrt. 008 Budapest,"1055 Budapest, Nyugati tér 9.",S,R,,,
10400126,OKHBHUHB,K&H Bank Zrt. 012 Budapest,"1075 Budapest, Károly körút 17-19.",S,R,,,
10400140,OKHBHUHB,K&H Bank Zrt. 014 Budapest,"1087 Budapest, Baross tér 2.",S,R,,,
10400157,OKHBHUHB,K&H Bank Zrt. 015 Budapest,"1102 Budapest, Liget tér 3.",S,R,,,
10400164,OKHBHUHB,K&H Bank Zrt.016 Budapest,"1119 Budapest, Tétényi út 63.",S,R,,,
10400171,OKHBHUHB,K&H Bank Zrt. 017 Budapest,"1122 Budapest, Magyar jakobinusok tere 1.",S,R,,,
10400188,OKHBHUHB,K&H Bank Zrt. 018 Budapest,"1193 Budapest, Üllői út 234.",S,R,,,
10400195,OKHBHUHB,K&H Bank Zrt. 019 Budapest,"1211 Budapest, Kossuth Lajos utca 97.",S,R,,,
10400205,OKHBHUHB,K&H Bank Zrt. 020 Budapest,"1067 Budapest, Teréz körút 1.",S,R,,,
10400212,OKHBHUHB,K&H Bank Zrt. 021 Budapest,"1028 Budapest, Hidegkúti út 167.",S,R,,,
10400229,OKHBHUHB,K&H Bank Zrt. 022 Dunaföldvár,"7020 Dunaföldvár, Béke tér 13.",S,R,,,
10400243,OKHBHUHB,K&H Bank Zrt. 228 Budapest,"1148 Budapest, Örs vezér tere 2.",S,R,,,
10400250,OKHBHUHB,K&H Bank Zrt. 025 Hajdúszoboszló,"4200 Hajdúszoboszló, Szilfákalja 10-12.",S,R,,,
10400267,OKHBHUHB,K&H Bank Zrt. 128 Budapest,"1203 Budapest, Kossuth Lajos utca 37/B",S,R,,,
10400315,OKHBHUHB,K&H Bank Zrt. 031 Sárospatak,"3950 Sárospatak, Hild tér 3.",S,R,,,
10400322,OKHBHUHB,K&H Bank Zrt. 032 Szerencs,"3900 Szerencs, Kossuth tér 1.",S,R,,,
10400339,OKHBHUHB,K&H Bank Zrt. 033 Debrecen,"4026 Debrecen, Kálvin tér 8.",S,R,,,
10400346,OKHBHUHB,K&H Bank Zrt. 034 Hajdúböszörmény,"4220 Hajdúböszörmény, Korpona utca 14.",S,R,,,
10400353,OKHBHUHB,K&H Bank Zrt. 035 Ózd,"3600 Ózd, Vasvár út 48.",S,R,,,
10400384,OKHBHUHB,K&H Bank Zrt. 038 Berettyóújfalu,"4100 Berettyóújfalu, Dózsa György utca 15-17.",S,R,,,
10400401,OKHBHUHB,K&H Bank Zrt. 040 Győr,"9022 Győr, Rákóczi Ferenc utca 2-4.",S,R,,,
10400418,OKHBHUHB,K&H Bank Zrt. 251 Baja,"6500 Baja, Szentháromság tér 8-10.",S,R,,,
10400425,OKHBHUHB,K&H Bank Zrt. 042 Balatonfüred,"8230 Balatonfüred, Kossuth Lajos utca 5.",S,R,,,
10400463,OKHBHUHB,K&H Bank Zrt. 046 Dunaújváros,"2400 Dunaújváros, Vasmű út 39.",S,R,,,
10400494,OKHBHUHB,K&H Bank Zrt. 049 Gödöllő,"2100 Gödöllő, Szabadság tér 6.",S,R,,,
10400504,OKHBHUHB,K&H Bank Zrt. 052 Gyöngyös,"3200 Gyöngyös, Bugát Pál tér 6.",S,R,,,
10400511,OKHBHUHB,K&H Bank Zrt. 051 Győr,"9021 Győr, Szent István út 29-31.",S,R,,,
10400528,OKHBHUHB,K&H Bank Zrt. 052 Gyöngyös,"3200 Gyöngyös, Bugát Pál tér 6.",S,R,,,
10400535,OKHBHUHB,K&H Bank Zrt. 243 Siklós,"7800 Siklós, Felszabadulás utca 42.",S,R,,,
10400559,OKHBHUHB,K&H Bank Zrt. 055 Hódmezővásárhely,"6800 Hódmezővásárhely, Andrássy út 10-12.",S,R,,,
10400566,OKHBHUHB,K&H Bank Zrt. 056 Jászberény,"5100 Jászberény, Szabadság tér 1.",S,R,,,
10400580,OKHBHUHB,K&H Bank Zrt. 390 Kaposvár,"7400 Kaposvár, Széchenyi tér 8.",S,R,,,
10400607,OKHBHUHB,K&H Bank Zrt. 060 Törökszentmiklós,"5200 Törökszentmiklós, Kossuth Lajos utca 125.",S,R,,,
10400621,OKHBHUHB,K&H Bank Zrt. 062 Kiskőrös,"6200 Kiskőrös, Petőfi Sándor tér 2.",S,R,,,
10400638,OKHBHUHB,K&H Bank Zrt. 063 Kiskunfélegyháza,"6100 Kiskunfélegyháza, Petőfi tér 2.",S,R,,,
10400652,OKHBHUHB,K&H Bank Zrt. 440 Nyíregyháza,"4400 Nyíregyháza, Luther utca 3.",S,R,,,
10400669,OKHBHUHB,K&H Bank Zrt. 066 Kőszeg,"9730 Kőszeg, Fő tér 4.",S,R,,,
10400676,OKHBHUHB,K&H Bank Zrt. 067 Mátészalka,"4700 Mátészalka, Kálvin tér 1.",S,R,,,
10400690,OKHBHUHB,K&H Bank Zrt. 069 Miskolc,"3525 Miskolc, Széchenyi István út 3-9.",S,R,,,
10400717,OKHBHUHB,K&H Bank Zrt. 071 Nagykanizsa,"8800 Nagykanizsa, Fő út 2.",S,R,,,
10400724,OKHBHUHB,K&H Bank Zrt. 072 Tapolca,"8300 Tapolca, Fő tér 5-7.",S,R,,,
10400762,OKHBHUHB,K&H Bank Zrt. 071 Nagykanizsa,"8800 Nagykanizsa, Fő út 2.",S,R,,,
10400779,OKHBHUHB,K&H Bank Zrt. 077 Pécs,"7621 Pécs, Irgalmasok utcája 2.",S,R,,,
10400786,OKHBHUHB,K&H Bank Zrt. 078 Salgótarján,"3100 Salgótarján, Fő tér 4.",S,R,,,
10400803,OKHBHUHB,K&H Bank Zrt. 080 Letenye,"8868 Letenye, Szabadság tér 7.",S,R,,,
10400810,OKHBHUHB,K&H Bank Zrt. 081 Ajka,"8400 Ajka, Szabadság tér 8.",S,R,,,
10400834,OKHBHUHB,K&H Bank Zrt. 813 Szarvas,"5540 Szarvas, Szabadság út 30.",S,R,,,
10400865,OKHBHUHB,K&H Bank Zrt. 318 Budapest,"1024 Budapest, Margit körút 43-45.",S,R,,,
10400872,OKHBHUHB,K&H Bank Zrt. 087 Budapest,"1117 Budapest, Október huszonharmadika utca 8-10.",S,R,,,
10400889,OKHBHUHB,K&H Bank Zrt. 088 Székesfehérvár,"8000 Székesfehérvár, Ady Endre utca 2.",S,R,,,
10400906,OKHBHUHB,K&H Bank Zrt. 033 Debrecen,"4026 Debrecen, Kálvin tér 8.",S,R,,,
10400913,OKHBHUHB,K&H Bank Zrt. 091 Tatabánya,"2800 Tatabánya, Szent Borbála tér 2.",S,R,,,
10400944,OKHBHUHB,K&H Bank Zrt. 500 Budapest,"1051 Budapest, Arany János utca 20.",S,R,,,
10400951,OKHBHUHB,K&H Bank Zrt. 095 Budapest,"1024 Budapest, Margit körút 5/A",S,R,,,
10400968,OKHBHUHB,K&H Bank Zrt. 096 Budapest,"1119 Budapest, Fehérvári út 79.",S,R,,,
10400975,OKHBHUHB,K&H Bank Zrt. 097 Hévíz,"8380 Hévíz, Rákóczi utca 16.",S,R,,,
10400982,OKHBHUHB,K&H Bank Zrt. 019 Budapest,"1211 Budapest, Kossuth Lajos utca 97.",S,R,,,
10400999,OKHBHUHB,K&H Bank Zrt. 110 Budapest,"2600 Vác, Széchenyi István utca 34. FSZ. 3.",S,R,,,
10401000,OKHBHUHB,K&H Bank Zrt. 100 Budapest,"1133 Budapest, Váci út 76. CAPITAL SQUARE",S,R,,,
10401017,OKHBHUHB,K&H Bank Zrt. 101 Mór,"8060 Mór, Bajcsy-Zsilinszky utca 10.",S,R,,,
10401024,OKHBHUHB,K&H Bank Zrt. 102 Budapest Lőrinc Cente,"1182 Budapest, Üllői út 661. LŐRINC CENTER",S,R,,,
10401031,OKHBHUHB,K&H Bank Zrt. 276 Miskolc,"3530 Miskolc, Széchenyi István út 88.",S,R,,,
10401048,OKHBHUHB,K&H Bank Zrt. 104 Budapest,"1145 Budapest, Róna utca 147.",S,R,,,
10401055,OKHBHUHB,K&H Bank Zrt. 105 Budapest,"1036 Budapest, Bécsi út 57-61.",S,R,,,
10401062,OKHBHUHB,K&H Bank Zrt. 077 Pécs,"7621 Pécs, Széchenyi tér 6.",S,R,,,
10401086,OKHBHUHB,K&H Bank Zrt. 108 Dombóvár,"7200 Dombóvár, Hunyadi tér 12.",S,R,,,
10401093,OKHBHUHB,K&H Bank Zrt. 109 Budapest,"1124 Budapest, Csörsz utca 43. MOM PARK",S,R,,,
10401103,OKHBHUHB,K&H Bank Zrt. 110 Budapest,"2600 Vác, Széchenyi István utca 34. FSZ. 3.",S,R,,,
10401110,OKHBHUHB,K&H Bank Zrt. 111 Budapest,"1039 Budapest, Heltai Jenő tér 15.",S,R,,,
10401141,OKHBHUHB,K&H Bank Zrt. 114 Eger,"3300 Eger, Széchenyi István utca 4.",S,R,,,
10401158,OKHBHUHB,K&H Bank Zrt. 440 Nyíregyháza,"4400 Nyíregyháza, Luther utca 3.",S,R,,,
10401165,OKHBHUHB,K&H Bank Zrt. 116 Kecskemét,"6000 Kecskemét, Dobó István körút 9.",S,R,,,
10401172,OKHBHUHB,K&H Bank Zrt. 390 Kaposvár,"7400 Kaposvár, Széchenyi tér 8.",S,R,,,
10401189,OKHBHUHB,K&H Bank Zrt. 500 Budapest,"1051 Budapest, Arany János utca 20.",S,R,,,
10401196,OKHBHUHB,K&H Bank Zrt. 119 Budapest,"1094 Budapest, Ferenc körút 1.",S,R,,,
10401213,OKHBHUHB,K&H Bank Zrt. 121 Budapest,"1042 Budapest, Árpád út 41-43.",S,R,,,
10401220,OKHBHUHB,K&H Bank Zrt. 122 Veszprém,"8200 Veszprém, Mindszenty József utca 4.",S,R,,,
10401251,OKHBHUHB,K&H Bank Zrt. 280 Szeged,"6720 Szeged, Széchenyi tér 9.",S,R,,,
10401268,OKHBHUHB,K&H Bank Zrt. 126 Szeged,"6720 Szeged, Klauzál tér 5.",S,R,,,
10401275,OKHBHUHB,K&H Bank Zrt. 506 Székesfehérvár,"8000 Székesfehérvár, Liszt Ferenc utca 11.",S,R,,,
10401282,OKHBHUHB,K&H Bank Zrt. 128 Budapest,"1203 Budapest, Kossuth Lajos utca 37/B",S,R,,,
10401309,OKHBHUHB,K&H Bank Zrt. 033 Debrecen,"4026 Debrecen, Kálvin tér 8.",S,R,,,
10401323,OKHBHUHB,K&H Bank Zrt. 020 Budapest,"1067 Budapest, Teréz körút 1.",S,R,,,
10401330,OKHBHUHB,K&H Bank Zrt. 133 Pásztó,"3060 Pásztó, Kölcsey utca 4.",S,R,,,
10401361,OKHBHUHB,K&H Bank Zrt. 474 Szombathely,"9700 Szombathely, Kőszegi utca 10.",S,R,,,
10401804,OKHBHUHB,K&H Bank Zrt. 180 Budapest,"1135 Budapest, Béke utca 9. FSZ. 4.",S,R,,,
10401914,OKHBHUHB,K&H Bank Zrt. 191 Budapest,"1165 Budapest, Veres Péter út 105-107.",S,R,,,
10401921,OKHBHUHB,K&H Bank Zrt. 192 Budapest,"1173 Budapest, Ferihegyi út 74.",S,R,,,
10401938,OKHBHUHB,K&H Bank Zrt. 193 Budapest Promontor,"1221 Budapest, Kossuth Lajos utca 25-29.",S,R,,,
10401945,OKHBHUHB,K&H Bank Zrt. 194 Budapest,"1156 Budapest, Nyírpalota út 40.",S,R,,,
10401952,OKHBHUHB,K&H Bank Zrt. 018 Budapest,"1193 Budapest, Üllői út 234.",S,R,,,
10401969,OKHBHUHB,K&H Bank Zrt. 196 Tiszaújváros,"3580 Tiszaújváros, Szent István út 4/B",S,R,,,
10401976,OKHBHUHB,K&H Bank Zrt. 197 Tata,"2890 Tata, Ady Endre utca 3. FÉNYES ÁRUHÁZ",S,R,,,
10401983,OKHBHUHB,K&H Bank Zrt. 198 Szigetszentmiklós,"2310 Szigetszentmiklós, Ifjúság útja 16.",S,R,,,
10401990,OKHBHUHB,K&H Bank Zrt. 199 Nagykőrös,"2750 Nagykőrös, Deák tér 1.",S,R,,,
10402001,OKHBHUHB,K&H Bank Zrt. 200 Bicske,"2060 Bicske, Szent István út 2.",S,R,,,
10402018,OKHBHUHB,K&H Bank Zrt. 201 Dunakeszi,"2120 Dunakeszi, Fő út 31.",S,R,,,
10402025,OKHBHUHB,K&H Bank Zrt. 202 Békés,"5630 Békés, Széchenyi tér 4.",S,R,,,
10402032,OKHBHUHB,K&H Bank Zrt. 203 Kisbér,"2870 Kisbér, Kossuth Lajos utca 5.",S,R,,,
10402049,OKHBHUHB,K&H Bank Zrt. 204 Mezőtúr,"5400 Mezőtúr, Kossuth Lajos tér 3-5.",S,R,,,
10402056,OKHBHUHB,K&H Bank Zrt. 205 Szécsény,"3100 Salgótarján, Fő tér 4.",S,R,,,
10402063,OKHBHUHB,K&H Bank Zrt. 206 Lenti,"8960 Lenti, Kossuth út 6.",S,R,,,
10402070,OKHBHUHB,K&H Bank Zrt. 207 Hajdúnánás,"4080 Hajdúnánás, Bocskai utca 2.",S,R,,,
10402087,OKHBHUHB,K&H Bank Zrt. 208 Kiskunmajsa,"6120 Kiskunmajsa, Fő utca 67. (PETŐFI TÉR 1. )",S,R,,,
10402094,OKHBHUHB,K&H Bank Zrt. 209 Vecsés,"2220 Vecsés, Fő út 183.",S,R,,,
10402104,OKHBHUHB,K&H Bank Zrt. 210 Pilisvörösvár,"2085 Pilisvörösvár, Fő utca 30.",S,R,,,
10402111,OKHBHUHB,K&H Bank Zrt. 211 Heves,"3360 Heves, Fő út 8.",S,R,,,
10402128,OKHBHUHB,K&H Bank Zrt. 212 Dabas,"2370 Dabas, Szent István tér 2.",S,R,,,
10402135,OKHBHUHB,K&H Bank Zrt. 210 Pilisvörösvár,"2085 Pilisvörösvár, Fő utca 30.",S,R,,,
10402142,OKHBHUHB,K and H Zrt. 214 Budapest,"1055 Budapest, Kossuth Lajos tér 18.",S,R,,,
10402159,OKHBHUHB,K&H Bank Zrt. 215 Gárdony,"2483 Gárdony, Szabadság út 5.",S,R,,,
10402166,OKHBHUHB,K&H Bank Zrt. 216 Budapest,"1051 Budapest, József Attila utca 24.",S,R,,,
10402173,OKHBHUHB,K&H Bank Zrt. 217 Kistelek,"6760 Kistelek, Kossuth utca 6-8.",S,R,,,
10402180,OKHBHUHB,K&H Bank Zrt. 071 Nagykanizsa,"8800 Nagykanizsa, Fő út 2.",S,R,,,
10402197,OKHBHUHB,K&H Bank Zrt. 219 Fót,"2151 Fót, Dózsa György utca 18.",S,R,,,
10402207,OKHBHUHB,K&H Bank Zrt. 220 Tiszafüred,"5350 Tiszafüred, Örvényi út 1.",S,R,,,
10402214,OKHBHUHB,K&H Bank Zrt. Eger,"3300 Eger, Barkóczy utca 3.",S,R,,,
10402221,OKHBHUHB,K&H Bank Zrt. 222 Enying,"8130 Enying, Kossuth Lajos utca 18.",S,R,,,
10402238,OKHBHUHB,K&H Bank Zrt. 223 Tolna,"7130 Tolna, Kossuth Lajos utca 33.",S,R,,,
10402245,OKHBHUHB,K&H Bank Nyrt. 224 Gyomaendrőd,"5540 Szarvas, Szabadság út 30.",S,R,,,
10402252,OKHBHUHB,K&H Bank Zrt. 081 Ajka,"8400 Ajka, Szabadság tér 8.",S,R,,,
10402269,OKHBHUHB,K&H Bank Zrt. 490 Zalaegerszeg,"8900 Zalaegerszeg, Kossuth Lajos utca 8.",S,R,,,
10402283,OKHBHUHB,K&H Bank Zrt. 228 Budapest,"1148 Budapest, Örs vezér tere 2.",S,R,,,
10402290,OKHBHUHB,K&H Bank Zrt. 229 Balatonalmádi,"8220 Balatonalmádi, Városház tér 5.",S,R,,,
10402300,OKHBHUHB,K&H Bank Zrt. 230 Ráckeve,"2300 Ráckeve, Móricz Zsigmond utca ",S,R,,,
10402317,OKHBHUHB,K&H Bank Zrt. 062 Kiskőrös,"6200 Kiskőrös, Petőfi Sándor tér 2.",S,R,,,
10402324,OKHBHUHB,K&H Bank Zrt. 232 Zirc,"8420 Zirc, Petőfi Sándor utca 2.",S,R,,,
10402331,OKHBHUHB,K&H Bank Zrt. 233 Tiszakécske,"6060 Tiszakécske, Béke tér 6. FSZ. 13.",S,R,,,
10402348,OKHBHUHB,K&H Bank Zrt. 234 Jánoshalma,"6440 Jánoshalma, Rákóczi Ferenc utca 10. FSZ. 14.",S,R,,,
10402355,OKHBHUHB,K&H Bank Zrt. 490 Zalaegerszeg,"8900 Zalaegerszeg, Kossuth Lajos utca 8.",S,R,,,
10402379,OKHBHUHB,K&H Bank Zrt. 237 Soltvadkert,"6230 Soltvadkert, Kossuth Lajos utca 21.",S,R,,,
10402386,OKHBHUHB,K&H Bank Zrt. 051 Győr,"9021 Győr, Szent István út 29-31.",S,R,,,
10402393,OKHBHUHB,K&H Bank Zrt. 333 Mosonmagyaróvár,"9200 Mosonmagyaróvár, Fő utca 26.",S,R,,,
10402410,OKHBHUHB,K&H Bank Zrt. 241 Mohács,"7700 Mohács, Szentháromság utca 1-3.",S,R,,,
10402427,OKHBHUHB,K&H Bank Zrt. 242 Pécs,"7626 Pécs, Búza tér 6/A",S,R,,,
10402434,OKHBHUHB,K&H Bank Zrt. 243 Siklós,"7800 Siklós, Felszabadulás utca 42.",S,R,,,
10402441,OKHBHUHB,K&H Bank Zrt. 440 Nyíregyháza,"4400 Nyíregyháza, Luther utca 3.",S,R,,,
10402458,OKHBHUHB,K&H Bank Zrt. 245 Szigetvár,"7900 Szigetvár, Széchenyi utca 4.",S,R,,,
10402465,OKHBHUHB,K&H Bank Zrt. 246 Balmazújváros,"4060 Balmazújváros, Kossuth tér 1.",S,R,,,
10402472,OKHBHUHB,K&H Bank Zrt. 035 Ózd,"3600 Ózd, Vasvár út 48.",S,R,,,
10402489,OKHBHUHB,K&H Bank Zrt. 202 Békés,"5630 Békés, Kossuth Lajos utca 3.",S,R,,,
10402496,OKHBHUHB,K&H Bank Zrt. 249 Dorog,"2510 Dorog, Bécsi út 45.",S,R,,,
10402506,OKHBHUHB,K&H Bank Zrt. 250 Kecskemét,"6000 Kecskemét, Nagykőrösi utca 9/A",S,R,,,
10402513,OKHBHUHB,K&H Bank Zrt. 251 Baja,"6500 Baja, Szentháromság tér 8-10.",S,R,,,
10402537,OKHBHUHB,K&H Bank Zrt. 253 Kalocsa,"6300 Kalocsa, Szent István király út 28.",S,R,,,
10402544,OKHBHUHB,K&H Bank Zrt. Orosháza,"5900 Orosháza, Rákóczi út 5.",S,R,,,
10402551,OKHBHUHB,K&H Bank Zrt. 257 Tiszaföldvár,"5430 Tiszaföldvár, Kossuth Lajos út 132.",S,R,,,
10402568,OKHBHUHB,K&H Bank Zrt. 256 Kiskunhalas,"6400 Kiskunhalas, Sétáló utca 1.",S,R,,,
10402575,OKHBHUHB,K&H Bank Zrt. 257 Tiszaföldvár,"5430 Tiszaföldvár, Kossuth Lajos út 132.",S,R,,,
10402582,OKHBHUHB,K&H Bank Zrt. 262 Gyula,"5700 Gyula, Városház utca 17-19.",S,R,,,
10402599,OKHBHUHB,K&H Bank Zrt. 259 Lajosmizse,"6050 Lajosmizse, Szabadság tér 10.",S,R,,,
10402609,OKHBHUHB,K&H Bank Zrt. 260 Békéscsaba,"5600 Békéscsaba, Szent István tér 5.",S,R,,,
10402616,OKHBHUHB,K&H Bank Zrt. 055 Hódmezővásárhely,"6800 Hódmezővásárhely, Kossuth tér 5.",S,R,,,
10402623,OKHBHUHB,K&H Bank Zrt. 262 Gyula,"5700 Gyula, Városház utca 17-19.",S,R,,,
10402630,OKHBHUHB,K&H Bank Zrt. 263 Mezőkovácsháza,"5800 Mezőkovácsháza, Árpád utca 160.",S,R,,,
10402647,OKHBHUHB,K&H Bank Zrt. 264 Orosháza,"5900 Orosháza, Rákóczi út 5.",S,R,,,
10402654,OKHBHUHB,K&H Bank Zrt. 265 Polgárdi,"8000 Székesfehérvár, Ady Endre utca 2.",S,R,,,
10402661,OKHBHUHB,K&H Bank Zrt. 266 Szeghalom,"5520 Szeghalom, Szabadság tér 2.",S,R,,,
10402678,OKHBHUHB,K&H Bank Zrt. Ráckeve,"2300 Ráckeve, Móricz Zsigmond utca 7.",S,R,,,
10402685,OKHBHUHB,K&H Bank Zrt. 268 Tiszavasvári,"4440 Tiszavasvári, Kossuth Lajos utca 17.",S,R,,,
10402692,OKHBHUHB,K&H Bank Zrt. Miskolc,"3530 Miskolc, Széchenyi István út 88.",S,R,,,
10402702,OKHBHUHB,K&H Bank Zrt. 270 Szentgotthárd,"9970 Szentgotthárd, Széll Kálmán tér 23.",S,R,,,
10402719,OKHBHUHB,K&H Bank Zrt. 271 Ács,"2941 Ács, Fő utca 9/5.",S,R,,,
10402726,OKHBHUHB,K&H Bank Zrt. 272 Encs,"3860 Encs, Petőfi út 63-65.",S,R,,,
10402733,OKHBHUHB,K&H Bank Zrt. 273 Mezőkövesd,"3400 Mezőkövesd, Mátyás király út 91-93.",S,R,,,
10402740,OKHBHUHB,K&H Bank Zrt. 274 Sümeg,"8330 Sümeg, Kossuth Lajos utca 8.",S,R,,,
10402757,OKHBHUHB,K&H Bank Zrt. 275 Sátoraljaújhely,"3980 Sátoraljaújhely, Petőfi Sándor utca 3.",S,R,,,
10402764,OKHBHUHB,K&H Bank Zrt. 276 Miskolc,"3530 Miskolc, Széchenyi István út 88.",S,R,,,
10402771,OKHBHUHB,K&H Bank Zrt. 277 Balassagyarmat,"2660 Balassagyarmat, Rákóczi fejedelem út 46.",S,R,,,
10402788,OKHBHUHB,K&H Bank Zrt. 473 Sárvár,"9600 Sárvár, Batthyány utca 1-3.",S,R,,,
10402795,OKHBHUHB,K&H Bank Zrt. 279 Monor,"2200 Monor, Kossuth Lajos utca 71.",S,R,,,
10402805,OKHBHUHB,K&H Bank Zrt. 280 Szeged,"6720 Szeged, Széchenyi tér 9.",S,R,,,
10402812,OKHBHUHB,K&H Bank Zrt. 126 Szeged,"6720 Szeged, Klauzál tér 5.",S,R,,,
10402829,OKHBHUHB,K&H Bank Zrt. 282 Makó,"6900 Makó, Széchenyi tér 13-15. FSZ. 20.",S,R,,,
10402836,OKHBHUHB,K&H Bank Zrt. 283 Szentes,"6600 Szentes, Kossuth Lajos utca 13.",S,R,,,
10402843,OKHBHUHB,K&H Bank Zrt. 284 Bácsalmás,"6500 Baja, Szentháromság tér 8-10.",S,R,,,
10402850,OKHBHUHB,K&H Bank Zrt. 353 Hatvan,"3000 Hatvan, Grassalkovich út 3-5.",S,R,,,
10402867,OKHBHUHB,K&H Bank Zrt. 286 Kisújszállás,"5310 Kisújszállás, Szabadság utca 1.",S,R,,,
10402874,OKHBHUHB,K&H Bank Zrt. 502 Kazincbarcika,"3700 Kazincbarcika, Egres utca 46/A",S,R,,,
10402881,OKHBHUHB,K&H Bank Zrt. Dabas,"2370 Dabas, Szent István tér 2.",S,R,,,
10402898,OKHBHUHB,K&H Bank Zrt. 021 Budapest,"1028 Budapest, Hidegkúti út 167. SZÉPHALOM BEVKÖZP",S,R,,,
10402908,OKHBHUHB,K&H Bank Zrt. 290 Székesfehérvár,"8000 Székesfehérvár, Dózsa György út 5.",S,R,,,
10402915,OKHBHUHB,K&H Bank Zrt. 291 Aszód,"2170 Aszód, Kossuth Lajos utca 27.",S,R,,,
10402922,OKHBHUHB,K&H Bank Zrt. 292 Gyömrő,"2230 Gyömrő, Szent István út 20/A",S,R,,,
10402939,OKHBHUHB,K&H Bank Zrt. 293 Bük,"9700 Szombathely, Kőszegi utca 10.",S,R,,,
10402946,OKHBHUHB,K&H Bank Zrt. 294 Sárbogárd,"7000 Sárbogárd, Ady Endre út 162.",S,R,,,
10402953,OKHBHUHB,K&H Bank Zrt. 488 Várpalota,"8100 Várpalota, Táncsics Mihály utca 5.",S,R,,,
10402960,OKHBHUHB,K&H Bank Zrt. 296 Jászárokszállás,"3200 Gyöngyös, Bugát Pál tér 6.",S,R,,,
10402977,OKHBHUHB,K&H Bank Zrt. Cegléd,"2700 Cegléd, Szabadság tér 1.",S,R,,,
10402984,OKHBHUHB,K&H Bank Zrt. 022 Dunaföldvár,"7020 Dunaföldvár, Béke tér 13.",S,R,,,
10402991,OKHBHUHB,K&H Bank Zrt. 299 Veresegyháza,"2112 Veresegyház, Fő út 37.",S,R,,,
10403002,OKHBHUHB,K&H Bank Zrt. 272. Encs,"3860 Encs, Petőfi út 63-65.",S,R,,,
10403033,OKHBHUHB,K&H Bank Zrt. 443 Kisvárda,"4600 Kisvárda, Somogyi Rezső utca 11.",S,R,,,
10403040,OKHBHUHB,K&H Bank Zrt. 304 Balatonboglár,"8630 Balatonboglár, Sétáló utca 7.",S,R,,,
10403057,OKHBHUHB,K&H Bank Zrt. 305 Pomáz,"2013 Pomáz, Huszár utca 25.",S,R,,,
10403064,OKHBHUHB,K&H Bank Zrt. 375 Budaörs,"2040 Budaörs, Szabadság út 47.",S,R,,,
10403071,OKHBHUHB,K&H Bank Zrt. 292 Gyömrő,"2230 Gyömrő, Szent István út 20/A",S,R,,,
10403088,OKHBHUHB,K&H Bank Zrt. 499 Szolnok,"5000 Szolnok, Kossuth Lajos út 18.",S,R,,,
10403095,OKHBHUHB,K&H Bank Zrt. 309 Budakeszi,"2092 Budakeszi, Fő utca 128.",S,R,,,
10403105,OKHBHUHB,K&H Bank Zrt.310 Dunaharaszti,"2330 Dunaharaszti, Dózsa György út 47.",S,R,,,
10403112,OKHBHUHB,K&H Bank Zrt. 311 Szentendre,"2000 Szentendre, Fő tér 10.",S,R,,,
10403129,OKHBHUHB,K&H Bank Zrt. 312 Cegléd,"2700 Cegléd, Szabadság tér 1.",S,R,,,
10403136,OKHBHUHB,K&H Bank Zrt. 313 Érd,"2030 Érd, Budai út 26.",S,R,,,
10403143,OKHBHUHB,K&H Bank Zrt. Jászberény,"5100 Jászberény, Szabadság tér 1.",S,R,,,
10403167,OKHBHUHB,K&H Bank Zrt. 096 Budapest,"1119 Budapest, Fehérvári út 79.",S,R,,,
10403174,OKHBHUHB,K&H Bank Zrt. 317 Martonvásár,"2462 Martonvásár, Fehérvári út 1/A",S,R,,,
10403181,OKHBHUHB,K&H Bank Zrt. 318 Budapest,"1024 Budapest, Margit körút 43-45.",S,R,,,
10403198,OKHBHUHB,K&H Bank Zrt. 405 Sopron,"9400 Sopron, Várkerület 41.",S,R,,,
10403208,OKHBHUHB,K&H Bank Zrt. 320 Biatorbágy,"2051 Biatorbágy, Szabadság út 76.",S,R,,,
10403215,OKHBHUHB,K&H Bank Zrt. Esztergom,"2500 Esztergom, Rákóczi tér 1-3.",S,R,,,
10403222,OKHBHUHB,K&H Bank Zrt. 322 Barcs,"7570 Barcs, Bajcsy-Zsilinszky utca 73.",S,R,,,
10403239,OKHBHUHB,K&H Bank Zrt. 323 Budapest,"1085 Budapest, József körút 10-12.",S,R,,,
